Student ID,Course Name
13389,Python Data Structures
13389,Artificial Intelligence
13389,MOS Transistors
13389,Introduction to Power Electronics
13389,Embedded Hardware and Operating Systems
13389,Advanced Converter Control Techniques
13390,Embedded Hardware and Operating Systems
13390,Internet of Things
13390,Python Data Structures
13390,Artificial Intelligence
13390,Cryptography 
13390,Algorithms
13390,R Programming
13390,Machine Learning
13390,Python Data Structures
13391,Artificial Intelligence
13391,R Programming
13391,"Tables, Data & Networking in iOS"
13391,Matrix Algebra for Engineers
13391,Introduction to Mathematical Thinking
13391,Getting and Cleani
13392,R Programming
13392,Programming with MATLAB
13392,The Data Scientist�s Toolbox
13392,Moralities of Everyday Life
13393,Machine Learning
13394,Python Data Structures
13394,Artificial Intelligence
13394,R Programming
13394,Programming with MATLAB
13394,The Data Scientist�s Toolbox
13394,Introduction to Data Science in Python
13394,Deep Learning in Python
13394,Blockchain in Business
13394,MBA Essentials
13395,Presentation skills: Effective Presentation Delivery
13395,Introduction to Philosophy
13395,Teaching and Assessing Clinical Skills
13395,Health Concepts 
13395,Grammar and Punctuation
13395,System Administration 
13395,SRS Documents: Requirements and Diagrammatic Notation
13396,Software Requirements Prioritization
13396,Requirements Gathering for Secure Software Development
13396,IT Infrastructure Services
13396,MBA Essentials
13396,SQL Server
13397,Matrix Algebra for Engineers
13397,Linear Regression for Business Statistics
13397,database fundamentals
13397,Database Management Essentials
13398,MongoDB Aggregation Framework
13398,Applications in Engineering Mechanics
13398,Robotics 
13398,MOS Transistors
13398,Machine Learning
13398,Introduction to Data Science in Python
13398,Deep Learning in Python
13398,Blockchain in Business
13398,Introduction to Power Electronics
13398,Embedded Hardware and Operating Systems
13398,Advanced Converter Control Techniques
13399,NAN
13399,MOS Transistors
13399,Introduction to Power Electronics
13400,Embedded Hardware and Operating Systems
13400,Advanced Converter Control Techniques
13400,Embedded Hardware and Operating Systems
13401,Internet of Things
13401,Python Data Structures
13401,Artificial Intelligence
13401,Cryptography 
13401,Algorithms
13401,R Programming
13402,Machine Learning
13402,Python Data Structures
13403,Artificial Intelligence
13403,R Programming
13404,"Tables, Data & Networking in iOS"
13404,Matrix Algebra for Engineers
13404,Introduction to Mathematical Thinking
13405,Getting and Cleaning Data
13405,Machine Learning
13405,Introduction to Data Science in Python
13405,Deep Learning in Python
13405,Python Data Structures
13405,Artificial Intelligence
13405,Cryptography 
13406,Algorithms
13406,R Programming
13406,Machine Learning
13407,Python Data Structures
13407,Artificial Intelligence
13407,R Programming
13408,Programming with MATLAB
13408,The Data Scientist�s Toolbox
13408,"Tables, Data & Networking in iOS"
13408,Introduction to Game Development
13408,Java Programming: Solving Problems with Software
13408,Mobile Applications for Android
13408,Introduction to Data Science in Python
13408,Deep Learning in Python
13408,Blockchain in Business
13409,Blockchain in Business
13409,Ruby on Rails
13409,Introduction to Big Data
13409,Introduction to Game Development
13409,Java Programming: Solving Problems with Software
13409,Mobile Applications for Android
13410,Introduction to Data Science in Python
13410,Deep Learning in Python
13410,Blockchain in Business
13410,Python Data Structures
13410,Artificial Intelligence
13410,Cryptography 
13410,Algorithms
13410,R Programming
13411,Machine Learning
13411,Introduction to Data Science in Python
13411,Deep Learning in Python
13411,Blockchain in Business
13412,R Programming
13413,Programming with MATLAB
13413,The Data Scientist�s Toolbox
13413,Python Data Structures
13414,Artificial Intelligence
13414,C++ For C Programmers
13414,System Administration 
13414,SRS Documents: Requirements and Diagrammatic Notation
13415,Software Requirements Prioritization
13415,Requirements Gathering for Secure Software Development
13415,IT Infrastructure Services
13415,MBA Essentials
13415,SQL Server
13415,Matrix Algebra for Engineers
13415,Linear Regression for Business Statistics
13415,database fundamentals
13415,Database Management Essentials
13416,MongoDB Aggregation Framework
13416,Applications in Engineering Mechanics
13416,Robotics 
13417,MOS Transistors
13417,Machine Learning
13417,Introduction to Data Science in Python
13417,Deep Learning in Python
13417,Blockchain in Business
13417,Introduction to Power Electronics
13417,Embedded Hardware and Operating Systems
13417,Advanced Converter Control Techniques
13417,Python and Statistics for Financial Analysis
13418,Machine Learning
13418,Introduction to Data Science in Python
13418,Deep Learning in Python
13419,Blockchain in Business
13420,Matrix Algebra for Engineers
13420,Python Data Structures
13420,Artificial Intelligence
13420,R Programming
13420,Programming with MATLAB
13420,The Data Scientist�s Toolbox
13420,Introduction to Mathematical Thinking
13420,Getting and Cleaning Data
13420,Ruby on Rails
13420,Introduction to Big Data
13421,Become a Digital Marketer
13421,Mastering Data Analysis in Excel
13421,Blockchain in Business
13421,Java Programming
13421,Android App Development
13421,Introduction to iOS App Development
13421,Python Data Structures
13421,Artificial Intelligence
13421,"Tables, Data & Networking in iOS"
13421,Introduction to Game Development
13422,Java Programming: Solving Problems with Software
13422,Mobile Applications for Android
13422,Vector Calculus for Engineers
13422,Regression Model
13422,Differential Equations for Engineers
13422,Statistical Inference
13422,"Programming Foundations with JavaScript, HTML and CSS"
13422,Responsive Web Design
13422,Introduction to Web Development
13422,Introduction to HTML5
13423,Product Strategy
13423,System Administration 
13423,SRS Documents: Requirements and Diagrammatic Notation
13423,Software Requirements Prioritization
13423,Requirements Gathering for Secure Software Development
13423,IT Infrastructure Services
13424,MBA Essentials
13424,MOS Transistors
13424,Introduction to Power Electronics
13424,Embedded Hardware and Operating Systems
13424,Advanced Converter Control Techniques
13424,Embedded Hardware and Operating Systems
13424,Internet of Things
13424,Python Data Structures
13424,Artificial Intelligence
13424,Cryptography 
13424,Algorithms
13425,R Programming
13425,Machine Learning
13425,Python Data Structures
13425,Artificial Intelligence
13426,R Programming
13426,"Tables, Data & Networking in iOS"
13426,Matrix Algebra for Engineers
13426,Introduction to Mathematical Thinking
13426,Getting and Cleani
13426,SQL Server
13427,Matrix Algebra for Engineers
13427,Linear Regression for Business Statistics
13427,database fundamentals
13427,Database Management Essentials
13427,MongoDB Aggregation Framework
13427,Applications in Engineering Mechanics
13427,Robotics 
13428,MOS Transistors
13428,Machine Learning
13428,Introduction to Data Science in Python
13428,Deep Learning in Python
13428,Blockchain in Business
13428,Introduction to Power Electronics
13428,Embedded Hardware and Operating Systems
13429,Advanced Converter Control Techniques
13429,Embedded Hardware and Operating Systems
13429,Internet of Things
13429,Network Security
13429,"Cyberwar, Surveillance and Security"
13429,Ethical Hacking
13429,Python Data Structures
13429,Artificial Intelligence
13430,R Programming
13430,Programming with MATLAB
13430,The Data Scientist�s Toolbox
13430,Access Controls
13430,Security & Database Vulnerabilities
13430,Cryptography 
13430,Cloud Computing Concepts
13430,Principles of Computing
13430,Algorithms
13430,Machine Learning
13430,Introduction to Data Science in Python
13431,Deep Learning in Python
13431,Blockchain in Business
13431,Moralities of Everyday Life
13431,MBA Essentials
13431,Presentation skills: Effective Presentation Delivery
13431,Introduction to Philosophy
13431,Teaching and Assessing Clinical Skills
13431,Health Concepts 
13431,Grammar and Punctuation
13431,Python Data Structures
13431,Artificial Intelligence
13432,MOS Transistors
13432,Introduction to Power Electronics
13432,Embedded Hardware and Operating Systems
13432,Advanced Converter Control Techniques
13432,Embedded Hardware and Operating Systems
13433,Internet of Things
13433,Python Data Structures
13433,Artificial Intelligence
13433,Cryptography 
13433,Algorithms
13434,R Programming
13434,Machine Learning
13434,Python Data Structures
13434,Artificial Intelligence
13434,R Programming
13435,"Tables, Data & Networking in iOS"
13435,Matrix Algebra for Engineers
13435,Introduction to Mathematical Thinking
13435,Getting and Cleani
13435,R Programming
13435,Programming with MATLAB
13436,The Data Scientist�s Toolbox
13436,Moralities of Everyday Life
13436,Machine Learning
13436,Python Data Structures
13436,Artificial Intelligence
13436,R Programming
13436,Programming with MATLAB
13436,The Data Scientist�s Toolbox
13437,Introduction to Data Science in Python
13437,Deep Learning in Python
13437,Blockchain in Business
13437,MBA Essentials
13437,Presentation skills: Effective Presentation Delivery
13437,Introduction to Philosophy
13437,Teaching and Assessing Clinical Skills
13437,Health Concepts 
13438,Grammar and Punctuation
13438,System Administration 
13438,SRS Documents: Requirements and Diagrammatic Notation
13438,Software Requirements Prioritization
13438,Requirements Gathering for Secure Software Development
13438,IT Infrastructure Services
13438,MBA Essentials
13438,SQL Server
13438,Matrix Algebra for Engineers
13438,Linear Regression for Business Statistics
13439,database fundamentals
13439,Database Management Essentials
13439,MongoDB Aggregation Framework
13439,Applications in Engineering Mechanics
13440,Robotics 
13440,MOS Transistors
13440,Machine Learning
13440,Introduction to Data Science in Python
13440,Deep Learning in Python
13440,Blockchain in Business
13441,Introduction to Power Electronics
13441,Embedded Hardware and Operating Systems
13441,Advanced Converter Control Techniques
13441,NAN
13441,MOS Transistors
13441,Introduction to Power Electronics
13441,Embedded Hardware and Operating Systems
13441,Advanced Converter Control Techniques
13441,Embedded Hardware and Operating Systems
13442,Internet of Things
13442,Python Data Structures
13442,Artificial Intelligence
13442,Cryptography 
13442,Algorithms
13442,R Programming
13442,Machine Learning
13442,Python Data Structures
13442,Artificial Intelligence
13443,R Programming
13443,"Tables, Data & Networking in iOS"
13443,Matrix Algebra for Engineers
13443,Introduction to Mathematical Thinking
13444,Getting and Cleaning Data
13444,Machine Learning
13444,Introduction to Data Science in Python
13445,Deep Learning in Python
13445,Python Data Structures
13445,Artificial Intelligence
13445,Cryptography 
13445,Algorithms
13445,R Programming
13445,Machine Learning
13445,Python Data Structures
13445,Artificial Intelligence
13445,R Programming
13445,Programming with MATLAB
13446,The Data Scientist�s Toolbox
13446,"Tables, Data & Networking in iOS"
13446,Introduction to Game Development
13446,Java Programming: Solving Problems with Software
13446,Mobile Applications for Android
13446,Introduction to Data Science in Python
13446,Deep Learning in Python
13446,Blockchain in Business
13447,Blockchain in Business
13447,Ruby on Rails
13447,Introduction to Big Data
13447,Introduction to Game Development
13447,Java Programming: Solving Problems with Software
13447,Mobile Applications for Android
13447,Introduction to Data Science in Python
13447,Deep Learning in Python
13447,Blockchain in Business
13447,Python Data Structures
13447,Artificial Intelligence
13448,Cryptography 
13448,Algorithms
13448,R Programming
13448,Machine Learning
13448,Introduction to Data Science in Python
13448,Deep Learning in Python
13448,Blockchain in Business
13449,R Programming
13449,Programming with MATLAB
13449,The Data Scientist�s Toolbox
13449,Python Data Structures
13449,Artificial Intelligence
13449,C++ For C Programmers
13449,System Administration 
13449,SRS Documents: Requirements and Diagrammatic Notation
13449,Software Requirements Prioritization
13449,Requirements Gathering for Secure Software Development
13449,IT Infrastructure Services
13450,MBA Essentials
13450,SQL Server
13450,Matrix Algebra for Engineers
13450,Linear Regression for Business Statistics
13451,database fundamentals
13451,Database Management Essentials
13452,MongoDB Aggregation Framework
13453,Applications in Engineering Mechanics
13453,Robotics 
13453,MOS Transistors
13453,Machine Learning
13453,Introduction to Data Science in Python
13453,Deep Learning in Python
13454,Blockchain in Business
13454,Introduction to Power Electronics
13454,Embedded Hardware and Operating Systems
13454,Advanced Converter Control Techniques
13454,Python and Statistics for Financial Analysis
13454,Machine Learning
13454,Introduction to Data Science in Python
13454,Deep Learning in Python
13454,Blockchain in Business
13454,Matrix Algebra for Engineers
13454,Python Data Structures
13455,Artificial Intelligence
13455,R Programming
13455,Programming with MATLAB
13455,The Data Scientist�s Toolbox
13455,Introduction to Mathematical Thinking
13455,Getting and Cleaning Data
13455,Ruby on Rails
13455,Introduction to Big Data
13456,Become a Digital Marketer
13456,Mastering Data Analysis in Excel
13456,Blockchain in Business
13456,Java Programming
13457,Android App Development
13458,Introduction to iOS App Development
13458,Python Data Structures
13459,Artificial Intelligence
13459,"Tables, Data & Networking in iOS"
13459,Introduction to Game Development
13459,Java Programming: Solving Problems with Software
13459,Mobile Applications for Android
13459,Vector Calculus for Engineers
13459,Regression Model
13459,Differential Equations for Engineers
13459,Statistical Inference
13459,"Programming Foundations with JavaScript, HTML and CSS"
13459,Responsive Web Design
13460,Introduction to Web Development
13460,Introduction to HTML5
13460,Product Strategy
13460,System Administration 
13460,SRS Documents: Requirements and Diagrammatic Notation
13460,Software Requirements Prioritization
13460,Requirements Gathering for Secure Software Development
13460,IT Infrastructure Services
13460,MBA Essentials
13460,MOS Transistors
13460,Introduction to Power Electronics
13461,Embedded Hardware and Operating Systems
13461,Advanced Converter Control Techniques
13461,Embedded Hardware and Operating Systems
13461,Internet of Things
13461,Python Data Structures
13461,Artificial Intelligence
13461,Cryptography 
13462,Algorithms
13463,R Programming
13463,Machine Learning
13463,Python Data Structures
13463,Artificial Intelligence
13463,R Programming
13463,"Tables, Data & Networking in iOS"
13463,Matrix Algebra for Engineers
13463,Introduction to Mathematical Thinking
13463,Getting and Cleani
13463,SQL Server
13464,Matrix Algebra for Engineers
13464,Linear Regression for Business Statistics
13464,database fundamentals
13464,Database Management Essentials
13464,MongoDB Aggregation Framework
13464,Applications in Engineering Mechanics
13464,Robotics 
13464,MOS Transistors
13465,Machine Learning
13466,Introduction to Data Science in Python
13466,Deep Learning in Python
13466,Blockchain in Business
13466,Introduction to Power Electronics
13466,Embedded Hardware and Operating Systems
13466,Advanced Converter Control Techniques
13466,Embedded Hardware and Operating Systems
13466,Internet of Things
13467,Network Security
13467,"Cyberwar, Surveillance and Security"
13467,Ethical Hacking
13467,Python Data Structures
13468,Artificial Intelligence
13468,R Programming
13468,Programming with MATLAB
13468,The Data Scientist�s Toolbox
13468,Access Controls
13468,Security & Database Vulnerabilities
13468,Cryptography 
13468,Cloud Computing Concepts
13468,Principles of Computing
13469,Algorithms
13469,Machine Learning
13469,Introduction to Data Science in Python
13469,Deep Learning in Python
13469,Blockchain in Business
13469,Moralities of Everyday Life
13469,MBA Essentials
13470,Presentation skills: Effective Presentation Delivery
13470,Introduction to Philosophy
13470,Teaching and Assessing Clinical Skills
13470,Health Concepts 
13470,Grammar and Punctuation
13470,Python Data Structures
13470,Artificial Intelligence
13471,MOS Transistors
13471,Introduction to Power Electronics
13471,Embedded Hardware and Operating Systems
13471,Advanced Converter Control Techniques
13471,Embedded Hardware and Operating Systems
13471,Internet of Things
13471,Python Data Structures
13471,Artificial Intelligence
13471,Cryptography 
13471,Algorithms
13472,R Programming
13472,Machine Learning
13472,Python Data Structures
13472,Artificial Intelligence
13472,R Programming
13472,"Tables, Data & Networking in iOS"
13472,Matrix Algebra for Engineers
13473,Introduction to Mathematical Thinking
13473,Getting and Cleani
13473,R Programming
13473,Programming with MATLAB
13473,The Data Scientist�s Toolbox
13473,Moralities of Everyday Life
13474,Machine Learning
13474,Python Data Structures
13474,Artificial Intelligence
13474,R Programming
13475,Programming with MATLAB
13475,The Data Scientist�s Toolbox
13475,Introduction to Data Science in Python
13475,Deep Learning in Python
13475,Blockchain in Business
13475,MBA Essentials
13475,Presentation skills: Effective Presentation Delivery
13476,Introduction to Philosophy
13476,Teaching and Assessing Clinical Skills
13476,Health Concepts 
13476,Grammar and Punctuation
13476,System Administration 
13476,SRS Documents: Requirements and Diagrammatic Notation
13476,Software Requirements Prioritization
13476,Requirements Gathering for Secure Software Development
13476,IT Infrastructure Services
13476,MBA Essentials
13477,SQL Server
13477,Matrix Algebra for Engineers
13477,Linear Regression for Business Statistics
13477,database fundamentals
13477,Database Management Essentials
13477,MongoDB Aggregation Framework
13477,Applications in Engineering Mechanics
13477,Robotics 
13477,MOS Transistors
13478,Machine Learning
13478,Introduction to Data Science in Python
13478,Deep Learning in Python
13478,Blockchain in Business
13478,Introduction to Power Electronics
13478,Embedded Hardware and Operating Systems
13478,Advanced Converter Control Techniques
13478,MOS Transistors
13478,Introduction to Power Electronics
13478,Embedded Hardware and Operating Systems
13478,Advanced Converter Control Techniques
13479,Embedded Hardware and Operating Systems
13479,Internet of Things
13479,Python Data Structures
13479,Artificial Intelligence
13479,Cryptography 
13479,Algorithms
13480,R Programming
13480,Machine Learning
13480,Python Data Structures
13480,Artificial Intelligence
13480,R Programming
13480,"Tables, Data & Networking in iOS"
13480,Matrix Algebra for Engineers
13480,Introduction to Mathematical Thinking
13480,Getting and Cleaning Data
13480,Machine Learning
13480,Introduction to Data Science in Python
13481,Deep Learning in Python
13481,Python Data Structures
13482,Artificial Intelligence
13482,Cryptography 
13482,Algorithms
13482,R Programming
13482,Machine Learning
13482,Python Data Structures
13482,Artificial Intelligence
13482,R Programming
13483,Programming with MATLAB
13483,The Data Scientist�s Toolbox
13483,"Tables, Data & Networking in iOS"
13483,Introduction to Game Development
13483,Java Programming: Solving Problems with Software
13484,Mobile Applications for Android
13484,Introduction to Data Science in Python
13484,Deep Learning in Python
13484,Blockchain in Business
13484,Blockchain in Business
13484,Ruby on Rails
13484,Introduction to Big Data
13484,Introduction to Game Development
13484,Java Programming: Solving Problems with Software
13485,Mobile Applications for Android
13485,Introduction to Data Science in Python
13485,Deep Learning in Python
13485,Blockchain in Business
13485,Python Data Structures
13485,Artificial Intelligence
13485,Cryptography 
13485,Algorithms
13486,R Programming
13486,Machine Learning
13486,Introduction to Data Science in Python
13486,Deep Learning in Python
13486,Blockchain in Business
13486,R Programming
13486,Programming with MATLAB
13487,The Data Scientist�s Toolbox
13487,Python Data Structures
13487,Artificial Intelligence
13487,C++ For C Programmers
13487,System Administration 
13487,SRS Documents: Requirements and Diagrammatic Notation
13488,Software Requirements Prioritization
13488,Requirements Gathering for Secure Software Development
13488,IT Infrastructure Services
13489,MBA Essentials
13489,SQL Server
13489,Matrix Algebra for Engineers
13489,Linear Regression for Business Statistics
13489,database fundamentals
13489,Database Management Essentials
13489,MongoDB Aggregation Framework
13489,Applications in Engineering Mechanics
13490,Robotics 
13490,MOS Transistors
13490,Machine Learning
13490,Introduction to Data Science in Python
13490,Deep Learning in Python
13490,Blockchain in Business
13490,Introduction to Power Electronics
13490,Embedded Hardware and Operating Systems
13490,Advanced Converter Control Techniques
13490,Python and Statistics for Financial Analysis
13491,Machine Learning
13491,Introduction to Data Science in Python
13491,Deep Learning in Python
13491,Blockchain in Business
13491,Matrix Algebra for Engineers
13491,Python Data Structures
13492,Artificial Intelligence
13492,R Programming
13492,Programming with MATLAB
13492,The Data Scientist�s Toolbox
13492,Introduction to Mathematical Thinking
13492,Getting and Cleaning Data
13492,Ruby on Rails
13492,Introduction to Big Data
13492,Become a Digital Marketer
13492,Mastering Data Analysis in Excel
13493,Blockchain in Business
13493,Java Programming
13493,Android App Development
13493,Introduction to iOS App Development
13493,Python Data Structures
13493,Artificial Intelligence
13493,"Tables, Data & Networking in iOS"
13494,Introduction to Game Development
13494,Java Programming: Solving Problems with Software
13494,Mobile Applications for Android
13494,Vector Calculus for Engineers
13494,Regression Model
13494,Differential Equations for Engineers
13494,Statistical Inference
13494,"Programming Foundations with JavaScript, HTML and CSS"
13494,Responsive Web Design
13495,Introduction to Web Development
13495,Introduction to HTML5
13495,Product Strategy
13495,System Administration 
13495,SRS Documents: Requirements and Diagrammatic Notation
13495,Software Requirements Prioritization
13495,Requirements Gathering for Secure Software Development
13496,IT Infrastructure Services
13496,MBA Essentials
13496,MOS Transistors
13496,Introduction to Power Electronics
13496,Embedded Hardware and Operating Systems
13496,Advanced Converter Control Techniques
13496,Embedded Hardware and Operating Systems
13497,Internet of Things
13498,Python Data Structures
13498,Artificial Intelligence
13498,Cryptography 
13498,Algorithms
13499,R Programming
13499,Machine Learning
13499,Python Data Structures
13499,Artificial Intelligence
13499,R Programming
13499,"Tables, Data & Networking in iOS"
13499,Matrix Algebra for Engineers
13499,Introduction to Mathematical Thinking
13500,Getting and Cleani
13500,SQL Server
13501,Matrix Algebra for Engineers
13501,Linear Regression for Business Statistics
13501,database fundamentals
13501,Database Management Essentials
13502,MongoDB Aggregation Framework
13502,Applications in Engineering Mechanics
13502,Robotics 
13502,MOS Transistors
13503,Machine Learning
13504,Introduction to Data Science in Python
13504,Deep Learning in Python
13504,Blockchain in Business
13504,Introduction to Power Electronics
13504,Embedded Hardware and Operating Systems
13504,Advanced Converter Control Techniques
13504,Embedded Hardware and Operating Systems
13504,Internet of Things
13504,Network Security
13505,"Cyberwar, Surveillance and Security"
13505,Ethical Hacking
13505,Python Data Structures
13505,Artificial Intelligence
13505,R Programming
13505,Programming with MATLAB
13505,The Data Scientist�s Toolbox
13505,Access Controls
13505,Security & Database Vulnerabilities
13505,Cryptography 
13506,Cloud Computing Concepts
13507,Principles of Computing
13507,Algorithms
13507,Machine Learning
13507,Introduction to Data Science in Python
13507,Deep Learning in Python
13508,Blockchain in Business
13508,Moralities of Everyday Life
13509,MBA Essentials
13509,Presentation skills: Effective Presentation Delivery
13509,Introduction to Philosophy
13509,Teaching and Assessing Clinical Skills
13509,Health Concepts 
13510,Grammar and Punctuation
13510,Python Data Structures
13510,Artificial Intelligence
13510,MOS Transistors
13510,Introduction to Power Electronics
13510,Embedded Hardware and Operating Systems
13510,Advanced Converter Control Techniques
13510,Embedded Hardware and Operating Systems
13510,Internet of Things
13511,Python Data Structures
13511,Artificial Intelligence
13511,Cryptography 
13511,Algorithms
13511,R Programming
13511,Machine Learning
13511,Python Data Structures
13511,Artificial Intelligence
13511,R Programming
13512,"Tables, Data & Networking in iOS"
13512,Matrix Algebra for Engineers
13512,Introduction to Mathematical Thinking
13512,Getting and Cleani
13512,R Programming
13513,Programming with MATLAB
13513,The Data Scientist�s Toolbox
13514,Moralities of Everyday Life
13514,Machine Learning
13514,Python Data Structures
13514,Artificial Intelligence
13515,R Programming
13515,Programming with MATLAB
13516,The Data Scientist�s Toolbox
13516,Introduction to Data Science in Python
13516,Deep Learning in Python
13516,Blockchain in Business
13516,MBA Essentials
13516,Presentation skills: Effective Presentation Delivery
13516,Introduction to Philosophy
13516,Teaching and Assessing Clinical Skills
13516,Health Concepts 
13516,Grammar and Punctuation
13517,System Administration 
13517,SRS Documents: Requirements and Diagrammatic Notation
13517,Software Requirements Prioritization
13517,Requirements Gathering for Secure Software Development
13517,IT Infrastructure Services
13517,MBA Essentials
13517,SQL Server
13517,Matrix Algebra for Engineers
13517,Linear Regression for Business Statistics
13517,database fundamentals
13518,Database Management Essentials
13518,MongoDB Aggregation Framework
13519,Applications in Engineering Mechanics
13519,Robotics 
13519,MOS Transistors
13519,Machine Learning
13519,Introduction to Data Science in Python
13519,Deep Learning in Python
13519,Blockchain in Business
13519,Introduction to Power Electronics
13519,Embedded Hardware and Operating Systems
13519,Advanced Converter Control Techniques
13520,MOS Transistors
13520,Introduction to Power Electronics
13520,Embedded Hardware and Operating Systems
13520,Advanced Converter Control Techniques
13520,Embedded Hardware and Operating Systems
13520,Internet of Things
13520,Python Data Structures
13521,Artificial Intelligence
13521,Cryptography 
13521,Algorithms
13521,R Programming
13521,Machine Learning
13521,Python Data Structures
13521,Artificial Intelligence
13521,R Programming
13522,"Tables, Data & Networking in iOS"
13522,Matrix Algebra for Engineers
13522,Introduction to Mathematical Thinking
13522,Getting and Cleaning Data
13522,Machine Learning
13522,Introduction to Data Science in Python
13522,Deep Learning in Python
13522,Python Data Structures
13522,Artificial Intelligence
13523,Cryptography 
13523,Algorithms
13524,R Programming
13524,Machine Learning
13524,Python Data Structures
13524,Artificial Intelligence
13524,R Programming
13524,Programming with MATLAB
13525,The Data Scientist�s Toolbox
13525,"Tables, Data & Networking in iOS"
13525,Introduction to Game Development
13525,Java Programming: Solving Problems with Software
13525,Mobile Applications for Android
13525,Introduction to Data Science in Python
13525,Deep Learning in Python
13526,Blockchain in Business
13526,Blockchain in Business
13526,Ruby on Rails
13526,Introduction to Big Data
13526,Introduction to Game Development
13526,Java Programming: Solving Problems with Software
13526,Mobile Applications for Android
13526,Introduction to Data Science in Python
13526,Deep Learning in Python
13526,Blockchain in Business
13527,Python Data Structures
13527,Artificial Intelligence
13527,Cryptography 
13527,Algorithms
13527,R Programming
13527,Machine Learning
13527,Introduction to Data Science in Python
13527,Deep Learning in Python
13527,Blockchain in Business
13527,R Programming
13527,Programming with MATLAB
13528,The Data Scientist�s Toolbox
13528,Python Data Structures
13528,Artificial Intelligence
13528,C++ For C Programmers
13528,System Administration 
13528,SRS Documents: Requirements and Diagrammatic Notation
13528,Software Requirements Prioritization
13528,Requirements Gathering for Secure Software Development
13528,IT Infrastructure Services
13528,MBA Essentials
13528,SQL Server
13529,Matrix Algebra for Engineers
13529,Linear Regression for Business Statistics
13529,database fundamentals
13529,Database Management Essentials
13529,MongoDB Aggregation Framework
13529,Applications in Engineering Mechanics
13529,Robotics 
13529,MOS Transistors
13530,Machine Learning
13530,Introduction to Data Science in Python
13530,Deep Learning in Python
13530,Blockchain in Business
13531,Introduction to Power Electronics
13531,Embedded Hardware and Operating Systems
13531,Advanced Converter Control Techniques
13532,Python and Statistics for Financial Analysis
13532,Machine Learning
13532,Introduction to Data Science in Python
13532,Deep Learning in Python
13532,Blockchain in Business
13532,Matrix Algebra for Engineers
13532,Python Data Structures
13533,Artificial Intelligence
13533,R Programming
13533,Programming with MATLAB
13533,The Data Scientist�s Toolbox
13534,Introduction to Mathematical Thinking
13534,Getting and Cleaning Data
13534,Ruby on Rails
13535,Introduction to Big Data
13535,Become a Digital Marketer
13535,Mastering Data Analysis in Excel
13535,Blockchain in Business
13535,Java Programming
13535,Android App Development
13536,Introduction to iOS App Development
13536,Python Data Structures
13536,Artificial Intelligence
13536,"Tables, Data & Networking in iOS"
13536,Introduction to Game Development
13537,Java Programming: Solving Problems with Software
13537,Mobile Applications for Android
13537,Vector Calculus for Engineers
13537,Regression Model
13537,Differential Equations for Engineers
13537,Statistical Inference
13537,"Programming Foundations with JavaScript, HTML and CSS"
13538,Responsive Web Design
13538,Introduction to Web Development
13538,Introduction to HTML5
13538,Product Strategy
13538,System Administration 
13538,SRS Documents: Requirements and Diagrammatic Notation
13538,Software Requirements Prioritization
13539,Requirements Gathering for Secure Software Development
13539,IT Infrastructure Services
13539,MBA Essentials
13539,MOS Transistors
13539,Introduction to Power Electronics
13539,Embedded Hardware and Operating Systems
13539,Advanced Converter Control Techniques
13539,Embedded Hardware and Operating Systems
13539,Internet of Things
13539,Python Data Structures
13539,Artificial Intelligence
13540,Cryptography 
13540,Algorithms
13540,R Programming
13540,Machine Learning
13540,Python Data Structures
13541,Artificial Intelligence
13541,R Programming
13541,"Tables, Data & Networking in iOS"
13541,Matrix Algebra for Engineers
13542,Introduction to Mathematical Thinking
13542,Getting and Cleani
13542,SQL Server
13542,Matrix Algebra for Engineers
13542,Linear Regression for Business Statistics
13542,database fundamentals
13542,Database Management Essentials
13542,MongoDB Aggregation Framework
13542,Applications in Engineering Mechanics
13542,Robotics 
13542,MOS Transistors
13543,Machine Learning
13543,Introduction to Data Science in Python
13543,Deep Learning in Python
13543,Blockchain in Business
13544,Introduction to Power Electronics
13544,Embedded Hardware and Operating Systems
13545,Advanced Converter Control Techniques
13545,Embedded Hardware and Operating Systems
13545,Internet of Things
13545,Network Security
13545,"Cyberwar, Surveillance and Security"
13545,Ethical Hacking
13546,Python Data Structures
13546,Artificial Intelligence
13546,R Programming
13546,Programming with MATLAB
13546,The Data Scientist�s Toolbox
13547,Access Controls
13547,Security & Database Vulnerabilities
13547,Cryptography 
13547,Cloud Computing Concepts
13547,Principles of Computing
13547,Algorithms
13548,Machine Learning
13549,Introduction to Data Science in Python
13549,Deep Learning in Python
13549,Blockchain in Business
13550,Moralities of Everyday Life
13550,MBA Essentials
13550,Presentation skills: Effective Presentation Delivery
13551,Introduction to Philosophy
13551,Teaching and Assessing Clinical Skills
13551,Health Concepts 
13551,Grammar and Punctuation
13551,Python Data Structures
13551,Artificial Intelligence
13551,MOS Transistors
13552,Introduction to Power Electronics
13552,Embedded Hardware and Operating Systems
13552,Advanced Converter Control Techniques
13552,Embedded Hardware and Operating Systems
13552,Internet of Things
13553,Python Data Structures
13553,Artificial Intelligence
13553,Cryptography 
13553,Algorithms
13554,R Programming
13554,Machine Learning
13554,Python Data Structures
13554,Artificial Intelligence
13554,R Programming
13554,"Tables, Data & Networking in iOS"
13554,Matrix Algebra for Engineers
13554,Introduction to Mathematical Thinking
13554,Getting and Cleani
13555,R Programming
